0 [ 245.5  616. ]
4 [ 419.5  567.5]
5 [ 384.93567251  297.50292398]
6 [ 417.45128205  271.02051282]
7 [ 455.83739837  613.82113821]
8 [ 279.          448.07142857]
9 [ 161.5  194. ]
10 [  48.92820513  237.82051282]
11 [ 573.07960199  574.33333333]
12 [ 101.33333333  521.84057971]
13 [ 365.91194969  503.65408805]
14 [ 359.72043011  460.        ]
15 [ 181.5  640. ]
0 [ 464.40322581  504.61290323]
1 [ 547.44242424  464.44242424]
2 [ 368.52910053  525.51322751]
3 [ 419.14814815  657.8962963 ]
4 [ 435.93333333  569.86666667]
5 [ 389.53333333  310.03030303]
6 [ 415.40740741  270.27160494]
7 [ 443.56589147  619.40310078]
8 [ 264.8125   455.03125]
9 [ 161.23611111  202.24074074]
10 [  51.06666667  238.5030303 ]
11 [ 558.35947712  580.8496732 ]
12 [ 115.55974843  527.00628931]
13 [ 352.875       505.78333333]
14 [ 368.34358974  451.39487179]
15 [ 181.5  640. ]
0 [ 463.0483871   523.51612903]
1 [ 535.44827586  475.70689655]
2 [ 359.96153846  523.57051282]
3 [ 406.06802721  664.03401361]
4 [ 447.62068966  571.15517241]
5 [ 387.11290323  323.12903226]
6 [ 406.52380952  269.1547619 ]
7 [ 436.   613.5]
8 [ 248.79411765  457.89215686]
9 [ 161.51141553  202.26484018]
10 [  54.72083333  242.425     ]
11 [ 539.64539007  583.26241135]
12 [ 125.33816425  538.93236715]
13 [ 340.88034188  507.01709402]
14 [ 378.21383648  444.2327044 ]
15 [ 181.5  640. ]
0 [ 460.38251366  535.07103825]
1 [ 519.56589147  481.40310078]
2 [ 349.56969697  523.13333333]
3 [ 397.54263566  674.63565891]
4 [ 458.95906433  575.6374269 ]
5 [ 384.  336.]
6 [ 394.9047619   269.50340136]
7 [ 429.56969697  603.79393939]
8 [ 240.10526316  460.10526316]
9 [ 164.15811966  206.        ]
10 [  54.85596708  242.4526749 ]
11 [ 526.86666667  576.46666667]
12 [ 133.45887446  555.34199134]
13 [ 326.27672956  503.36477987]
14 [ 391.68666667  437.76666667]
15 [ 181.5  640. ]
0 [ 457.875       546.91666667]
1 [ 506.76100629  478.52201258]
2 [ 338.95628415  519.06010929]
3 [ 387.01626016  682.13821138]
4 [ 469.0273224   585.49726776]
5 [ 378.2010582   349.55026455]
6 [ 383.78846154  268.35897436]
7 [ 419.33333333  593.73939394]
8 [ 229.62365591  463.07526882]
9 [ 165.456621    208.26484018]
10 [  53.62195122  245.47560976]
11 [ 515.92896175  565.66120219]
12 [ 138.76190476  572.91774892]
13 [ 311.80116959  498.97076023]
14 [ 404.55555556  438.37908497]
15 [ 181.5  640. ]
0 [ 457.75268817  555.8655914 ]
1 [ 493.2974359   468.45641026]
2 [ 330.62365591  511.94086022]
3 [ 382.79674797  685.2601626 ]
4 [ 478.27513228  600.13227513]
5 [ 370.14427861  360.960199  ]
6 [ 383.04444444  268.66666667]
7 [ 410.65925926  581.11851852]
8 [ 224.73873874  462.57657658]
9 [ 165.54954955  208.01351351]
10 [  51.17695473  251.80658436]
11 [ 506.77011494  554.97126437]
12 [ 151.20915033  581.04575163]
13 [ 296.16410256  490.61025641]
14 [ 412.5  445.5]
15 [ 181.5  640. ]
0 [ 453.36206897  563.03448276]
1 [ 480.97814208  455.71038251]
2 [ 324.55714286  501.78571429]
3 [ 385.22222222  686.29292929]
4 [ 485.5978836  610.2010582]
5 [ 359.59562842  367.12021858]
6 [ 383.23333333  268.83333333]
7 [ 404.63580247  564.53703704]
8 [ 208.22764228  460.11382114]
9 [ 167.95111111  214.89777778]
10 [  59.36444444  259.57777778]
11 [ 498.25925926  540.39153439]
12 [ 165.05464481  590.5136612 ]
13 [ 283.26666667  484.03333333]
14 [ 422.69642857  456.67857143]
15 [ 181.5  640. ]
0 [ 450.09090909  570.1969697 ]
1 [ 472.4375   442.15625]
2 [ 322.78282828  490.98484848]
3 [ 390.01234568  681.90123457]
4 [ 488.23474178  622.75117371]
5 [ 349.48095238  368.14285714]
6 [ 383.35220126  270.08805031]
7 [ 404.08333333  550.23333333]
8 [ 191.1   459.45]
9 [ 161.89497717  231.42922374]
10 [  65.725  270.05 ]
11 [ 494.13541667  525.375     ]
12 [ 173.52910053  603.5026455 ]
13 [ 281.06060606  481.6969697 ]
14 [ 431.98275862  468.68965517]
15 [ 181.5  640. ]
0 [ 447.44715447  572.39837398]
1 [ 466.48022599  426.75706215]
2 [ 321.36979167  482.375     ]
3 [ 396.2020202   667.41414141]
4 [ 487.35151515  628.96969697]
5 [ 343.37096774  365.12903226]
6 [ 381.5         268.88461538]
7 [ 409.38461538  545.55769231]
8 [ 180.83333333  449.16666667]
9 [ 149.29004329  241.75757576]
10 [  59.29385965  283.65789474]
11 [ 493.90049751  512.45273632]
12 [ 173.76767677  616.09090909]
13 [ 277.88888889  471.33333333]
14 [ 437.78142077  481.9726776 ]
15 [ 181.5  640. ]
0 [ 443.84210526  570.39473684]
1 [ 462.86363636  410.39393939]
2 [ 321.26570048  471.19806763]
3 [ 407.4   657.34]
4 [ 487.18965517  629.20689655]
5 [ 336.63285024  357.06280193]
6 [ 371.58333333  260.86309524]
7 [ 405.46296296  536.59259259]
8 [ 169.4822695   435.41134752]
9 [ 142.51351351  242.55405405]
10 [  60.25777778  285.63555556]
11 [ 502.10582011  501.45502646]
12 [ 184.54263566  621.05426357]
13 [ 276.04054054  457.45945946]
14 [ 444.84242424  492.93939394]
15 [ 181.5  640. ]
0 [ 444.92592593  567.68518519]
1 [ 463.40625  413.9375 ]
2 [ 323.97395833  459.125     ]
3 [ 422.49659864  654.72789116]
4 [ 485.41333333  628.31333333]
5 [ 327.61502347  347.82629108]
6 [ 357.828125  252.      ]
7 [ 400.5  524.5]
8 [ 161.8969697   420.06060606]
9 [ 133.69406393  234.88127854]
10 [  68.30917874  295.21256039]
11 [ 512.74731183  491.31182796]
12 [ 192.72072072  615.87387387]
13 [ 276.68205128  442.02564103]
14 [ 447.31073446  501.58757062]
15 [ 181.5  640. ]
0 [ 443.20765027  562.61748634]
1 [ 466.21875  413.03125]
2 [ 333.84795322  456.87134503]
3 [ 437.61006289  658.65408805]
4 [ 474.74358974  622.71794872]
5 [ 319.39189189  334.75675676]
6 [ 346.57692308  245.03846154]
7 [ 400.55747126  506.10344828]
8 [ 159.01550388  405.40310078]
9 [ 118.   220.5]
10 [  76.18473896  308.76305221]
11 [ 527.56451613  485.06451613]
12 [ 200.25925926  606.39259259]
13 [ 278.11111111  426.33333333]
14 [ 442.46327684  514.21468927]
15 [ 181.5  640. ]
0 [ 440.57948718  556.13333333]
1 [ 473.56830601  411.10928962]
2 [ 339.57861635  460.1572327 ]
3 [ 448.85534591  667.05031447]
4 [ 458.16666667  618.70833333]
5 [ 313.72380952  321.74285714]
6 [ 334.15625  234.3125 ]
7 [ 406.15591398  486.96774194]
8 [ 160.33986928  388.97385621]
9 [ 122.11538462  204.58974359]
10 [  73.55405405  317.48648649]
11 [ 536.78142077  476.63387978]
12 [ 218.58695652  604.50724638]
13 [ 276.765625  411.53125 ]
14 [ 436.80952381  529.41071429]
15 [ 181.5  640. ]
0 [ 437.7431694  553.1420765]
1 [ 478.48275862  409.81034483]
2 [ 351.2259887   467.57062147]
3 [ 455.45512821  667.90384615]
4 [ 438.73913043  614.89130435]
5 [ 309.88888889  307.33333333]
6 [ 327.32828283  220.95454545]
7 [ 415.109375    471.33333333]
8 [ 164.71069182  371.35220126]
9 [ 134.21126761  182.20187793]
10 [  66.19047619  330.78787879]
11 [ 547.23899371  468.12578616]
12 [ 233.33333333  613.66666667]
13 [ 285.74011299  401.24858757]
14 [ 429.06111111  538.88333333]
15 [ 181.5  640. ]
0 [ 437.55897436  552.63076923]
1 [ 488.4137931   405.98275862]
2 [ 360.60512821  476.0974359 ]
3 [ 467.03448276  667.74712644]
4 [ 428.5497076   604.74853801]
5 [ 309.55026455  294.03703704]
6 [ 326.67142857  219.62857143]
7 [ 426.35353535  455.97474747]
8 [ 169.48022599  354.58757062]
9 [ 147.82089552  163.72139303]
10 [  66.58571429  337.62857143]
11 [ 558.68361582  467.58757062]
12 [ 241.72486772  627.7037037 ]
13 [ 298.32098765  395.85802469]
14 [ 414.21212121  546.32121212]
15 [ 181.5  640. ]
0 [ 438.52941176  552.61764706]
1 [ 497.5  407.5]
2 [ 367.52941176  489.67647059]
3 [ 479.81818182  670.70909091]
4 [ 424.29100529  587.08994709]
5 [ 315.09090909  282.44444444]
6 [ 326.47179487  216.73333333]
7 [ 436.84079602  442.69154229]
8 [ 171.89308176  341.32704403]
9 [ 169.33830846  152.4278607 ]
10 [  74.79342723  347.14553991]
11 [ 570.82389937  466.59748428]
12 [ 254.43478261  637.36956522]
13 [ 303.5  391.5]
14 [ 410.63030303  546.7030303 ]
15 [ 181.5  640. ]
0 [ 439.94827586  543.        ]
1 [ 506.95767196  414.1957672 ]
2 [ 370.46969697  506.84848485]
3 [ 491.08743169  671.21311475]
4 [ 422.29444444  567.5       ]
5 [ 322.76767677  273.31818182]
6 [ 327.55555556  216.75      ]
7 [ 451.72727273  430.68181818]
8 [ 180.5  326. ]
9 [ 191.72058824  140.34313725]
10 [  78.45410628  353.22705314]
11 [ 580.48275862  467.43103448]
12 [ 266.85  644.75]
13 [ 304.37142857  382.69047619]
14 [ 404.1965812   544.44444444]
15 [ 181.5  640. ]
0 [ 440.5  528. ]
1 [ 517.08080808  424.78787879]
2 [ 369.87830688  525.1005291 ]
3 [ 499.28717949  673.75897436]
4 [ 427.51977401  548.75706215]
5 [ 334.04678363  271.3625731 ]
6 [ 327.73333333  216.28717949]
7 [ 468.75    419.6875]
8 [ 189.00628931  312.93710692]
9 [ 211.30054645  128.02185792]
10 [  75.01351351  366.13513514]
11 [ 584.62910798  474.62441315]
12 [ 283.66666667  648.62601626]
13 [ 306.86666667  377.25641026]
14 [ 388.8         542.30666667]
15 [ 181.5  640. ]
0 [ 442.31216931  513.1957672 ]
1 [ 526.75    440.9375]
2 [ 362.29166667  538.26041667]
3 [ 501.74404762  671.5       ]
4 [ 433.34502924  536.32748538]
5 [ 347.60992908  271.21985816]
6 [ 326.26470588  215.5       ]
7 [ 483.1420765   409.22404372]
8 [ 201.33333333  302.57246377]
9 [ 233.95035461  121.39007092]
10 [  71.10502283  376.38812785]
11 [ 589.71505376  481.67741935]
12 [ 300.88888889  654.02777778]
13 [ 317.58666667  372.68666667]
14 [ 380.16666667  540.10416667]
15 [ 181.5  640. ]
0 [ 440.68452381  497.92857143]
1 [ 532.00497512  459.08457711]
2 [ 352.52511416  550.42009132]
3 [ 512.04371585  669.3715847 ]
4 [ 445.13043478  531.84782609]
5 [ 360.59393939  272.4969697 ]
6 [ 328.41293532  205.77114428]
7 [ 500.29100529  402.05820106]
8 [ 210.27044025  292.22012579]
9 [ 256.44  120.54]
10 [  71.36486486  389.81081081]
11 [ 600.58685446  488.18309859]
12 [ 309.52298851  662.72413793]
13 [ 323.80874317  377.43169399]
14 [ 378.75490196  534.45588235]
15 [ 181.5  640. ]
0 [ 439.53703704  482.59259259]
1 [ 536.2629108   476.92018779]
2 [ 342.296875  560.8125  ]
3 [ 519.41798942  663.98412698]
4 [ 463.86956522  530.8115942 ]
5 [ 372.72316384  274.93785311]
6 [ 329.352657    203.16908213]
7 [ 507.72413793  393.9137931 ]
8 [ 221.66        282.40666667]
9 [ 278.8  125.2]
10 [  70.02941176  405.41176471]
11 [ 605.1991342   496.23809524]
12 [ 317.07407407  676.81481481]
13 [ 326.24867725  387.86772487]
14 [ 370.67231638  518.95480226]
15 [ 181.5  640. ]
0 [ 439.859375  466.375   ]
1 [ 539.0483871  494.       ]
2 [ 338.29444444  571.36666667]
3 [ 531.00497512  654.1840796 ]
4 [ 482.55769231  534.09615385]
5 [ 384.53846154  277.5       ]
6 [ 330.75        200.37254902]
7 [ 519.60818713  387.67251462]
8 [ 233.15315315  274.31531532]
9 [ 296.92948718  135.24358974]
10 [  70.84738956  422.06827309]
11 [ 605.75   503.375]
12 [ 327.46296296  687.14814815]
13 [ 321.25        390.70833333]
14 [ 363.98333333  505.1       ]
15 [ 181.5  640. ]
0 [ 441.64583333  450.09895833]
1 [ 531.1  510.8]
2 [ 328.56084656  578.70899471]
3 [ 543.48571429  647.39047619]
4 [ 499.89285714  541.76785714]
5 [ 395.71904762  284.24285714]
6 [ 340.75        194.52604167]
7 [ 535.43715847  384.55191257]
8 [ 246.5  269. ]
9 [ 313.29166667  147.89583333]
10 [  68.37860082  432.58847737]
11 [ 602.08920188  516.30516432]
12 [ 328.16666667  693.75      ]
13 [ 308.72043011  394.59139785]
14 [ 357.86666667  486.76666667]
15 [ 181.5  640. ]
0 [ 450.20512821  435.13333333]
1 [ 530.15        525.56666667]
2 [ 320.77294686  588.02415459]
3 [ 555.9178744   645.07246377]
4 [ 516.77272727  553.45454545]
5 [ 404.92424242  294.48484848]
6 [ 361.23809524  188.14285714]
7 [ 548.97297297  383.28378378]
8 [ 260.18181818  276.09090909]
9 [ 329.04678363  160.16374269]
10 [  57.28205128  432.76410256]
11 [ 598.39303483  530.1840796 ]
12 [ 319.31972789  698.52380952]
13 [ 298.36612022  403.21857923]
14 [ 355.45273632  467.93532338]
15 [ 181.5  640. ]
0 [ 465.2   427.34]
1 [ 530.04678363  532.11111111]
2 [ 309.77777778  591.28395062]
3 [ 564.00888889  635.12      ]
4 [ 527.90625  569.84375]
5 [ 413.95767196  303.42328042]
6 [ 379.13605442  179.82312925]
7 [ 561.5  380.5]
8 [ 273.64814815  284.        ]
9 [ 330.32291667  176.171875  ]
10 [  58.82051282  432.61025641]
11 [ 591.28282828  544.72727273]
12 [ 307.36        701.98666667]
13 [ 284.2962963   410.97883598]
14 [ 355.53448276  450.10344828]
15 [ 181.5  640. ]
0 [ 483.5         424.36805556]
1 [ 529.98275862  532.37931034]
2 [ 298.66183575  590.78743961]
3 [ 577.94444444  627.24537037]
4 [ 526.31313131  584.18181818]
5 [ 419.83068783  312.57671958]
6 [ 397.08484848  170.95151515]
7 [ 573.65196078  388.62745098]
8 [ 284.66013072  293.73202614]
9 [ 324.10502283  193.64840183]
10 [  63.76888889  431.84444444]
11 [ 580.2020202   559.21212121]
12 [ 304.46428571  700.64880952]
13 [ 267.23333333  417.46666667]
14 [ 360.4  430.5]
15 [ 181.5  640. ]
0 [ 499.97484277  427.02515723]
1 [ 530.18079096  532.85310734]
2 [ 287.92592593  589.49382716]
3 [ 588.43421053  616.69736842]
4 [ 517.24193548  602.06451613]
5 [ 418.51412429  324.19774011]
6 [ 418.89115646  165.39455782]
7 [ 580.5410628   399.90821256]
8 [ 291.73333333  305.74      ]
9 [ 311.29353234  201.68159204]
10 [  70.04975124  423.3681592 ]
11 [ 565.41530055  572.26775956]
12 [ 311.43678161  697.42528736]
13 [ 252.21428571  420.39880952]
14 [ 375.38461538  417.34615385]
15 [ 181.5  640. ]
0 [ 518.01092896  432.80874317]
1 [ 531.02424242  530.33939394]
2 [ 277.65384615  585.92307692]
3 [ 601.21212121  605.74458874]
4 [ 503.2259887   613.29378531]
5 [ 416.03125  337.375  ]
6 [ 443.33333333  163.39007092]
7 [ 582.56451613  410.77419355]
8 [ 295.34027778  319.70833333]
9 [ 298.15625  206.90625]
10 [  74.59624413  414.48826291]
11 [ 552.17741935  578.72043011]
12 [ 312.09090909  685.95454545]
13 [ 242.0625  425.75  ]
14 [ 394.08187135  409.48538012]
15 [ 181.5  640. ]
0 [ 533.64141414  441.41919192]
1 [ 530.96296296  530.32716049]
2 [ 267.84848485  583.0969697 ]
3 [ 613.23111111  598.68444444]
4 [ 487.32704403  621.77987421]
5 [ 410.27860697  352.5721393 ]
6 [ 466.26086957  166.89130435]
7 [ 582.43169399  427.67759563]
8 [ 292.18181818  333.13636364]
9 [ 282.69154229  208.44278607]
10 [  79.78125  404.625  ]
11 [ 538.76923077  584.73076923]
12 [ 321.85  677.85]
13 [ 228.51173709  427.49765258]
14 [ 414.95833333  405.85416667]
15 [ 181.5  640. ]
0 [ 547.85185185  448.04232804]
1 [ 532.35028249  527.87570621]
2 [ 258.39548023  578.71751412]
3 [ 615.61574074  591.13888889]
4 [ 466.91666667  628.82638889]
5 [ 404.09178744  363.90338164]
6 [ 489.47727273  172.93181818]
7 [ 583.14492754  443.90821256]
8 [ 292.30065359  338.77777778]
9 [ 268.89071038  201.22404372]
10 [  80.88541667  402.984375  ]
11 [ 521.   584.5]
12 [ 338.10526316  673.63157895]
13 [ 214.16931217  420.2010582 ]
14 [ 435.17687075  406.65986395]
15 [ 181.5  640. ]
0 [ 561.43386243  452.1957672 ]
1 [ 531.51851852  523.70899471]
2 [ 247.38690476  576.23214286]
3 [ 621.07207207  576.7027027 ]
4 [ 449.56589147  627.59689922]
5 [ 396.43859649  372.68421053]
6 [ 510.41242938  182.72316384]
7 [ 579.08064516  460.93548387]
8 [ 287.16161616  340.94949495]
9 [ 260.0862069   189.37931034]
10 [  80.39285714  404.08928571]
11 [ 504.22  579.  ]
12 [ 354.63703704  666.25925926]
13 [ 199.99061033  409.61502347]
14 [ 454.          412.74137931]
15 [ 181.5  640. ]
0 [ 567.6372549   460.90686275]
1 [ 531.96428571  523.14285714]
2 [ 237.28571429  576.5       ]
3 [ 629.69777778  562.85333333]
4 [ 434.86394558  619.68707483]
5 [ 387.6         381.33888889]
6 [ 530.72789116  189.27210884]
7 [ 571.04102564  478.86666667]
8 [ 279.72380952  339.67619048]
9 [ 245.11111111  187.16666667]
10 [  79.39111111  410.11111111]
11 [ 489.57142857  571.78571429]
12 [ 368.71875  665.03125]
13 [ 187.90196078  397.7745098 ]
14 [ 471.36666667  421.66666667]
15 [ 181.5  640. ]
0 [ 571.07575758  475.21212121]
1 [ 534.02116402  519.93121693]
2 [ 228.21857923  571.32240437]
3 [ 643.30917874  555.11594203]
4 [ 423.43209877  626.63580247]
5 [ 375.984375    387.38020833]
6 [ 547.99346405  199.88888889]
7 [ 563.15  490.75]
8 [ 265.23684211  335.15789474]
9 [ 230.98907104  183.76502732]
10 [  79.8699187   408.73170732]
11 [ 479.25136612  560.27322404]
12 [ 382.94308943  674.71544715]
13 [ 184.11555556  390.63111111]
14 [ 486.12935323  432.37810945]
15 [ 181.5  640. ]
0 [ 574.44285714  489.21428571]
1 [ 539.00497512  504.35323383]
2 [ 219.55555556  564.58937198]
3 [ 657.09126984  548.97222222]
4 [ 410.30065359  637.37908497]
5 [ 363.03333333  390.67222222]
6 [ 565.92592593  210.16666667]
7 [ 553.40606061  496.4969697 ]
8 [ 262.31292517  330.31292517]
9 [ 225.06666667  179.46666667]
10 [  78.63333333  407.77777778]
11 [ 468.55882353  550.17647059]
12 [ 396.96  683.34]
13 [ 179.98648649  375.13513514]
14 [ 492.0862069   448.27586207]
15 [ 181.5  640. ]
0 [ 572.82648402  505.66666667]
1 [ 538.51690821  491.0821256 ]
2 [ 211.14285714  557.8047619 ]
3 [ 660.22222222  538.43589744]
4 [ 390.9858156   643.09219858]
5 [ 350.7672956   394.79874214]
6 [ 575.46774194  222.64516129]
7 [ 551.08333333  496.        ]
8 [ 261.83687943  329.26950355]
9 [ 224.63926941  179.98173516]
10 [  74.05128205  414.14102564]
11 [ 457.2039801   537.15422886]
12 [ 407.22222222  689.2962963 ]
13 [ 174.51690821  357.0821256 ]
14 [ 497.12121212  466.6969697 ]
15 [ 181.5  640. ]
0 [ 566.78109453  521.27860697]
1 [ 538.88172043  476.03225806]
2 [ 203.61971831  548.13615023]
3 [ 668.47186147  526.06060606]
4 [ 372.34615385  643.38461538]
5 [ 337.98571429  393.00952381]
6 [ 571.82352941  236.23529412]
7 [ 551.          496.29333333]
8 [ 257.2183908   330.49425287]
9 [ 211.02185792  182.39344262]
10 [  65.19555556  426.03111111]
11 [ 450.       525.21875]
12 [ 421.77235772  692.17886179]
13 [ 173.225  339.25 ]
14 [ 495.67661692  484.8159204 ]
15 [ 181.5  640. ]
0 [ 557.97142857  536.38571429]
1 [ 544.08717949  458.87179487]
2 [ 196.52702703  540.16216216]
3 [ 681.10727969  518.37931034]
4 [ 352.50387597  641.10077519]
5 [ 325.94117647  385.07352941]
6 [ 571.67676768  255.37373737]
7 [ 551.16384181  498.23163842]
8 [ 258.25694444  334.64583333]
9 [ 194.15300546  183.8579235 ]
10 [  67.1097561   439.95121951]
11 [ 443.53030303  508.75757576]
12 [ 431.62962963  694.31851852]
13 [ 176.68888889  321.16444444]
14 [ 490.15897436  501.41025641]
15 [ 181.5  640. ]
0 [ 548.69398907  549.56284153]
1 [ 552.00995025  439.90547264]
2 [ 191.61187215  531.05022831]
3 [ 688.23921569  507.54509804]
4 [ 335.12  635.62]
5 [ 313.64840183  375.64840183]
6 [ 573.21461187  270.40182648]
7 [ 543.53571429  506.71428571]
8 [ 254.86666667  338.42222222]
9 [ 179.93034826  178.41293532]
10 [  63.15555556  450.04888889]
11 [ 442.60344828  490.86206897]
12 [ 438.86363636  688.59090909]
13 [ 182.47368421  303.71052632]
14 [ 493.35632184  514.13793103]
15 [ 181.5  640. ]
0 [ 539.02923977  562.22222222]
1 [ 562.93034826  421.96517413]
2 [ 186.17777778  520.35111111]
3 [ 692.94139194  493.93040293]
4 [ 317.30065359  629.40522876]
5 [ 304.37142857  365.95238095]
6 [ 571.54726368  287.02487562]
7 [ 527.   513.5]
8 [ 245.33986928  344.73202614]
9 [ 174.7  170. ]
10 [  65.48309179  450.0821256 ]
11 [ 447.65174129  472.89054726]
12 [ 451.63636364  681.45454545]
13 [ 191.13636364  291.62121212]
14 [ 491.55897436  531.37948718]
15 [ 181.5  640. ]
0 [ 527.58333333  570.29166667]
1 [ 576.84482759  407.12068966]
2 [ 183.42051282  511.18974359]
3 [ 692.37096774  484.37096774]
4 [ 300.37575758  628.86060606]
5 [ 299.61835749  352.37198068]
6 [ 565.12437811  300.83084577]
7 [ 508.94968553  515.31446541]
8 [ 241.77575758  352.46060606]
9 [ 161.64        167.58666667]
10 [  68.35526316  463.43421053]
11 [ 458.44278607  459.35323383]
12 [ 470.21153846  679.64102564]
13 [ 201.44117647  279.17647059]
14 [ 483.7251462   544.97660819]
15 [ 181.5  640. ]
0 [ 519.07692308  573.46153846]
1 [ 594.61538462  395.69230769]
2 [ 182.57948718  501.18974359]
3 [ 686.48205128  471.57948718]
4 [ 283.75862069  621.5       ]
5 [ 295.83111111  338.23555556]
6 [ 554.97142857  309.38571429]
7 [ 488.43548387  512.06451613]
8 [ 237.16  356.1 ]
9 [ 149.8030303   178.14646465]
10 [  64.09950249  480.27860697]
11 [ 473.90163934  447.37704918]
12 [ 490.76296296  681.59259259]
13 [ 213.07692308  271.76923077]
14 [ 472.   561.5]
15 [ 181.5  640. ]
0 [ 513.88        579.25333333]
1 [ 611.16931217  399.38624339]
2 [ 179.06392694  491.05022831]
3 [ 686.4         455.77777778]
4 [ 269.7254902   612.54411765]
5 [ 296.16216216  323.45045045]
6 [ 548.32352941  323.0245098 ]
7 [ 470.57142857  503.42857143]
8 [ 222.26190476  360.04761905]
9 [ 136.26900585  188.79532164]
10 [  51.82857143  489.11428571]
11 [ 489.40384615  445.28205128]
12 [ 505.43502825  689.72316384]
13 [ 220.1871345   280.11111111]
14 [ 460.9516129   573.22580645]
15 [ 181.5  640. ]
0 [ 504.08333333  584.58333333]
1 [ 620.88288288  406.91441441]
2 [ 178.42723005  481.5258216 ]
3 [ 693.38095238  443.50549451]
4 [ 257.5258216   598.31924883]
5 [ 301.04545455  310.72727273]
6 [ 547.14084507  335.35680751]
7 [ 451.99404762  492.27380952]
8 [ 204.11827957  359.97849462]
9 [ 125.89705882  202.66176471]
10 [  55.5         491.65591398]
11 [ 500.7672956   446.63522013]
12 [ 511.59887006  686.66101695]
13 [ 231.46428571  287.71428571]
14 [ 453.57407407  575.08641975]
15 [ 181.5  640. ]
0 [ 489.  587.]
1 [ 631.5         422.24324324]
2 [ 186.15458937  469.2705314 ]
3 [ 700.69166667  430.8375    ]
4 [ 249.4375  584.875 ]
5 [ 310.50555556  301.63333333]
6 [ 542.25603865  353.37198068]
7 [ 433.39880952  476.31547619]
8 [ 185.4957265   356.24786325]
9 [ 112.84684685  211.67567568]
10 [  70.11538462  498.40598291]
11 [ 511.45641026  454.57435897]
12 [ 514.72820513  684.64615385]
13 [ 242.69270833  296.40625   ]
14 [ 441.64  570.9 ]
15 [ 181.5  640. ]
0 [ 473.32520325  586.55284553]
1 [ 637.44117647  439.35294118]
2 [ 193.44444444  459.06222222]
3 [ 706.08614232  419.56554307]
4 [ 242.75   568.375]
5 [ 322.50273224  292.7431694 ]
6 [ 535.15981735  368.70319635]
7 [ 417.62903226  461.66129032]
8 [ 171.4829932   344.82993197]
9 [  97.15920398  218.53233831]
10 [  77.73684211  515.84210526]
11 [ 521.22222222  458.55555556]
12 [ 509.14285714  682.71428571]
13 [ 245.44808743  304.43715847]
14 [ 427.30409357  563.81871345]
15 [ 181.5  640. ]
0 [ 458.75163399  583.79738562]
1 [ 640.02347418  458.07981221]
2 [ 203.   449.5]
3 [ 712.99607843  406.20392157]
4 [ 238.50292398  553.9005848 ]
5 [ 336.5         290.61538462]
6 [ 534.82587065  383.46766169]
7 [ 400.31638418  452.28248588]
8 [ 157.91056911  338.88617886]
9 [  83.93236715  223.99033816]
10 [  74.82700422  529.97046414]
11 [ 532.38993711  456.52201258]
12 [ 502.76296296  691.80740741]
13 [ 242.03333333  311.4       ]
14 [ 412.97701149  553.33333333]
15 [ 181.5  640. ]
0 [ 444.90849673  580.88888889]
1 [ 637.12560386  480.09178744]
2 [ 213.94086022  441.37634409]
3 [ 710.28240741  393.83333333]
4 [ 238.46766169  536.76616915]
5 [ 350.5  291.5]
6 [ 529.79901961  398.38235294]
7 [ 382.34482759  442.32758621]
8 [ 146.34615385  327.29487179]
9 [  75.5  219.5]
10 [  79.66222222  544.15555556]
11 [ 543.71666667  453.75      ]
12 [ 492.18421053  699.80701754]
13 [ 239.17241379  309.7816092 ]
14 [ 402.06214689  542.73446328]
15 [ 181.5  640. ]
0 [ 434.83625731  579.53216374]
1 [ 630.97883598  498.97883598]
2 [ 225.57309942  435.01169591]
3 [ 707.97716895  376.76255708]
4 [ 235.58469945  521.13661202]
5 [ 365.5  293.5]
6 [ 521.90049751  404.39800995]
7 [ 369.          428.68181818]
8 [ 133.86956522  314.93478261]
9 [  74.92444444  211.88888889]
10 [  81.7047619   555.37142857]
11 [ 557.35220126  454.42138365]
12 [ 480.78095238  689.36190476]
13 [ 231.35978836  305.08465608]
14 [ 394.05714286  527.17142857]
15 [ 181.5  640. ]
0 [ 425.42937853  567.7740113 ]
1 [ 618.76190476  517.2962963 ]
2 [ 236.46428571  434.44642857]
3 [ 709.26839827  359.78787879]
4 [ 238.07179487  504.33333333]
5 [ 376.97740113  297.01129944]
6 [ 521.51515152  414.92424242]
7 [ 360.01724138  410.68965517]
8 [ 124.36601307  299.45751634]
9 [  86.33870968  205.97849462]
10 [  79.9375   558.34375]
11 [ 572.62424242  457.13939394]
12 [ 464.   680.5]
13 [ 219.51612903  298.69354839]
14 [ 389.69953052  512.24882629]
15 [ 181.5  640. ]
0 [ 415.6827957   554.59677419]
1 [ 606.05952381  533.125     ]
2 [ 237.5  439. ]
3 [ 715.52564103  345.23076923]
4 [ 245.75862069  486.43678161]
5 [ 389.24137931  305.5       ]
6 [ 507.10344828  425.36206897]
7 [ 355.65555556  390.46666667]
8 [ 114.97727273  283.61363636]
9 [ 100.796875    212.90104167]
10 [  90.13636364  553.54545455]
11 [ 589.04371585  458.07650273]
12 [ 448.35042735  673.27350427]
13 [ 206.74074074  292.94444444]
14 [ 387.4  495.3]
15 [ 181.5  640. ]
0 [ 408.5136612   541.17486339]
1 [ 587.44654088  546.47798742]
2 [ 235.63020833  440.625     ]
